Score Crédito,Estado,Gênero,Idade,Tempo como cliente (meses),Saldo,Número de produtos,Possui Cartao de Crédito,Assina mensalidade,Renda Mensal Presumida (R$),Churn_2_meses
803,Rio de Janeiro,Feminino,37,1,0.0,2,0,0,310.6333333333333,0
724,Minas Gerais,Feminino,48,6,110463.25,2,1,1,3356.337916666667,1
640,São Paulo,Masculino,33,7,154575.76,1,1,0,1071.7616666666663,1
701,Rio de Janeiro,Feminino,35,9,0.0,2,0,0,7124.869166666666,0
537,São Paulo,Masculino,37,3,0.0,2,1,1,858.4716666666667,0
651,Minas Gerais,Masculino,26,5,147037.32,1,0,0,5906.802500000002,0
523,Minas Gerais,Masculino,41,0,119276.31,1,0,0,5095.1825,1
717,São Paulo,Feminino,25,7,108664.85,2,1,0,7917.1604166666675,0
593,Rio de Janeiro,Masculino,44,5,0.0,1,1,0,5335.2908333333335,0
706,Minas Gerais,Masculino,38,5,163034.82,2,1,1,5652.590416666668,0
714,Minas Gerais,Feminino,49,4,93059.34,1,1,0,315.4795833333333,1
794,Rio de Janeiro,Masculino,38,9,179581.31,1,1,0,983.1766666666667,0
518,Minas Gerais,Masculino,46,4,113625.93,1,0,0,3863.6425,1
589,Minas Gerais,Masculino,55,7,119961.48,1,1,0,2714.8679166666666,1
824,São Paulo,Masculino,45,3,129209.48,1,0,0,2506.32375,0
719,Minas Gerais,Feminino,42,5,137227.04,3,1,0,6212.390833333334,1
617,Minas Gerais,Feminino,58,3,119024.75,2,1,0,1466.635,1
651,São Paulo,Masculino,35,7,74623.5,3,1,0,5393.80375,1
637,Rio de Janeiro,Feminino,45,2,157929.45,1,1,1,6047.270416666666,1
554,São Paulo,Feminino,26,7,92606.86,2,1,0,8029.5704166666665,0
731,Minas Gerais,Masculino,35,2,127862.93,2,1,0,5795.154166666667,0
569,Rio de Janeiro,Feminino,42,1,0.0,1,1,1,3484.566666666667,1
625,Minas Gerais,Feminino,37,4,142711.81,1,1,0,1484.3920833333334,0
592,São Paulo,Feminino,38,4,0.0,2,1,0,1472.456666666667,0
669,São Paulo,Masculino,43,1,163159.85,1,0,1,650.1166666666667,0
663,Minas Gerais,Masculino,32,3,108586.86,1,1,1,7598.13375,0
518,Minas Gerais,Feminino,41,5,110624.99,1,1,0,3721.98625,0
686,Minas Gerais,Feminino,43,5,154846.24,2,1,1,6329.3166666666675,0
709,Minas Gerais,Masculino,45,4,122917.71,1,1,1,0.4825,1
571,São Paulo,Feminino,33,9,0.0,2,0,1,3229.984166666666,0
707,São Paulo,Feminino,31,2,82787.93,2,0,0,3809.320416666667,0
701,Minas Gerais,Masculino,32,5,102500.34,1,0,0,4428.6570833333335,0
672,São Paulo,Masculino,34,9,0.0,2,1,0,6741.69875,0
620,Minas Gerais,Masculino,39,9,159492.79,1,1,0,3357.5975,1
557,Rio de Janeiro,Masculino,48,10,0.0,2,1,1,7712.27,0
648,Rio de Janeiro,Feminino,54,7,118241.02,1,1,0,7191.120416666668,1
479,São Paulo,Feminino,35,2,113090.4,1,1,0,8152.074583333334,0
730,São Paulo,Feminino,22,9,65763.57,1,1,1,6074.667083333334,0
737,Minas Gerais,Feminino,43,1,125537.38,1,1,0,5771.250416666668,1
616,São Paulo,Masculino,31,3,94263.91,2,1,0,7037.2941666666675,0
639,Rio de Janeiro,Masculino,29,4,133434.57,2,1,0,4082.643333333333,0
815,Rio de Janeiro,Feminino,39,6,0.0,1,1,1,3548.661666666667,0
786,Rio de Janeiro,Masculino,31,9,0.0,2,1,1,758.765,0
549,São Paulo,Masculino,50,9,94748.76,2,0,1,567.0075,0
622,São Paulo,Feminino,38,4,98640.74,1,1,1,4602.41625,0
624,São Paulo,Masculino,26,9,74681.9,2,0,0,1301.30625,0
841,São Paulo,Masculino,34,4,0.0,2,1,0,5899.2775,0
614,Rio de Janeiro,Feminino,41,7,179915.85,1,0,0,611.0979166666667,1
676,São Paulo,Masculino,30,1,128207.23,1,1,1,2308.3404166666664,0
697,São Paulo,Masculino,42,9,132739.26,2,0,0,7277.8187499999985,0
732,São Paulo,Feminino,40,10,0.0,2,1,0,6424.544999999999,0
623,São Paulo,Masculino,27,4,120509.81,1,0,0,5923.7683333333325,0
541,São Paulo,Masculino,46,4,124547.13,2,1,0,3937.460833333333,0
773,Rio de Janeiro,Feminino,39,4,0.0,2,0,1,7586.727083333334,0
762,Minas Gerais,Masculino,34,4,88815.56,2,1,0,2856.7608333333333,1
655,Rio de Janeiro,Feminino,35,1,82231.51,2,1,0,3699.9175,0
602,Minas Gerais,Masculino,32,7,184715.86,2,1,0,4740.91625,0
850,São Paulo,Masculino,31,3,0.0,2,1,0,5077.78625,0
649,Rio de Janeiro,Masculino,51,4,0.0,1,1,1,6266.27375,0
850,Minas Gerais,Masculino,28,4,147972.19,1,1,0,2529.53,1
543,São Paulo,Masculino,43,9,0.0,2,1,1,3285.752916666667,0
672,São Paulo,Masculino,52,8,170008.84,1,0,0,2350.3091666666664,1
600,São Paulo,Feminino,27,3,0.0,2,0,1,5237.457083333334,0
671,Rio de Janeiro,Feminino,34,10,0.0,1,1,0,968.1408333333335,0
706,Rio de Janeiro,Feminino,42,8,95386.82,1,1,1,3155.510416666666,0
541,Minas Gerais,Masculino,51,7,90373.28,2,1,0,7494.24125,0
711,Minas Gerais,Masculino,34,4,133467.77,2,1,1,1790.6933333333334,0
630,Rio de Janeiro,Masculino,30,3,0.0,2,0,1,436.94541666666674,0
531,São Paulo,Masculino,31,3,96288.26,1,1,0,2366.447083333333,0
641,São Paulo,Feminino,26,4,91547.84,2,0,1,1173.2225,0
631,Minas Gerais,Masculino,37,8,138292.64,2,0,0,6350.954583333332,1
685,São Paulo,Masculino,35,9,0.0,1,1,0,6959.742916666666,0
702,Rio de Janeiro,Masculino,32,8,71667.74,1,1,1,5253.424166666667,0
708,Minas Gerais,Feminino,43,0,118994.84,1,1,0,7562.4904166666665,1
653,Rio de Janeiro,Masculino,55,7,0.0,2,1,1,1748.62625,0
654,Minas Gerais,Masculino,37,2,145610.07,2,0,0,7762.524583333333,0
596,São Paulo,Feminino,33,1,138162.81,1,1,0,3558.855833333333,0
549,Minas Gerais,Feminino,31,9,135020.21,2,1,1,972.6325,0
754,São Paulo,Masculino,38,2,0.0,2,1,0,7529.096666666667,0
815,Minas Gerais,Feminino,25,8,135161.67,1,1,1,5669.627083333333,0
556,São Paulo,Feminino,52,9,0.0,1,1,0,7297.883333333334,1
706,São Paulo,Masculino,32,6,94486.47,1,1,1,6122.905833333332,0
850,São Paulo,Masculino,46,9,117640.39,1,1,0,3705.028333333333,0
732,Rio de Janeiro,Feminino,33,8,111379.55,1,1,1,1879.1091666666669,0
614,São Paulo,Masculino,40,6,0.0,1,1,1,847.49125,1
580,Rio de Janeiro,Feminino,57,0,136820.99,1,0,1,4522.030833333333,0
593,São Paulo,Feminino,46,7,98752.51,1,1,0,6065.015833333334,0
653,Minas Gerais,Feminino,25,2,158266.42,3,1,1,8306.551666666666,0
746,São Paulo,Feminino,29,4,105599.67,1,1,1,1796.090416666667,0
662,São Paulo,Feminino,29,10,0.0,2,1,0,5729.5129166666675,0
573,São Paulo,Masculino,31,2,0.0,2,1,1,3831.557916666666,0
684,Rio de Janeiro,Feminino,39,4,139723.9,1,1,1,5025.504583333333,0
793,São Paulo,Feminino,41,3,141806.46,1,1,0,4288.382083333333,0
798,Minas Gerais,Feminino,49,5,132571.67,1,1,1,1320.26375,1
524,São Paulo,Masculino,40,2,180516.9,1,1,0,7500.100833333334,0
816,São Paulo,Masculino,31,8,0.0,2,1,1,1183.6416666666667,0
742,Minas Gerais,Feminino,41,4,92805.72,1,0,1,3072.664583333333,1
540,São Paulo,Masculino,22,4,0.0,3,1,1,7759.719166666668,1
537,Minas Gerais,Masculino,39,3,135309.36,1,1,0,1322.0358333333334,1
759,Rio de Janeiro,Feminino,74,6,128917.84,1,1,1,2010.1933333333332,0
774,São Paulo,Feminino,52,2,56580.93,1,1,0,4719.428333333333,1
608,Minas Gerais,Masculino,42,8,131390.75,2,1,0,2965.75375,0
704,Rio de Janeiro,Masculino,37,4,0.0,2,0,0,1070.2054166666667,0
581,São Paulo,Masculino,41,8,0.0,2,0,0,1239.0475,0
628,Minas Gerais,Feminino,61,1,97361.66,1,1,1,6246.765833333334,1
566,São Paulo,Feminino,42,6,0.0,1,1,0,7529.255,1
701,Rio de Janeiro,Masculino,59,7,0.0,2,0,1,1149.8995833333333,0
735,Rio de Janeiro,Masculino,29,10,0.0,2,1,1,3959.38625,0
680,São Paulo,Feminino,34,1,0.0,2,1,0,6959.794583333332,0
560,São Paulo,Masculino,57,0,0.0,2,0,1,4865.904583333334,0
663,Minas Gerais,Feminino,29,4,102714.65,2,0,0,882.1170833333334,0
665,São Paulo,Feminino,34,5,67816.72,1,1,1,1235.0658333333333,0
758,São Paulo,Masculino,51,8,81710.46,1,1,1,4855.002916666667,0
621,São Paulo,Masculino,26,2,75237.54,1,0,1,1842.5166666666669,0
764,Minas Gerais,Masculino,28,10,124023.18,1,1,0,6924.511666666666,0
537,Minas Gerais,Feminino,46,5,100727.5,1,0,1,5869.073333333334,1
589,São Paulo,Feminino,46,10,107238.85,2,1,0,1542.678333333333,0
555,São Paulo,Masculino,24,5,0.0,2,1,0,1146.3945833333335,0
734,São Paulo,Feminino,29,0,139994.66,1,1,0,739.3633333333332,0
783,Rio de Janeiro,Feminino,59,9,126224.87,1,1,1,184.31791666666663,0
678,Minas Gerais,Feminino,51,1,145751.03,1,0,0,4571.6016666666665,1
661,São Paulo,Masculino,47,5,0.0,1,0,1,4468.47125,1
607,Rio de Janeiro,Feminino,25,4,121166.89,1,0,1,4803.676666666667,0
537,Rio de Janeiro,Feminino,38,1,0.0,2,0,1,1718.0820833333335,0
513,Rio de Janeiro,Masculino,88,10,0.0,2,1,1,2206.343333333333,0
576,São Paulo,Masculino,63,9,70655.48,1,0,0,3289.8250000000007,1
660,Minas Gerais,Masculino,41,1,129901.21,1,1,0,1084.4,1
637,São Paulo,Masculino,40,8,125470.81,1,1,1,7272.340416666668,0
672,São Paulo,Feminino,53,9,169406.33,4,1,1,6137.977916666668,1
629,São Paulo,Masculino,32,2,0.0,2,0,1,3248.56,0
583,Minas Gerais,Masculino,40,4,107041.3,1,1,1,234.81791666666663,0
763,Rio de Janeiro,Feminino,32,10,95153.77,1,0,1,3387.9208333333336,0
516,Minas Gerais,Masculino,32,3,145166.09,2,0,0,4642.560416666666,0
617,São Paulo,Feminino,27,4,0.0,2,0,0,7927.88375,0
700,São Paulo,Masculino,38,9,65962.63,1,1,1,4206.27,0
727,Minas Gerais,Masculino,36,6,140418.81,1,1,1,4709.73875,1
689,Rio de Janeiro,Feminino,31,3,139799.63,1,0,1,5027.64875,0
626,Minas Gerais,Masculino,49,9,171787.84,2,1,0,7799.67625,0
686,São Paulo,Masculino,38,6,149238.97,1,1,1,4076.05125,0
351,Minas Gerais,Feminino,57,4,163146.46,1,1,0,7067.5704166666665,1
739,São Paulo,Feminino,37,8,0.0,2,1,0,7981.545833333334,1
627,São Paulo,Masculino,32,10,0.0,2,1,0,4303.650833333333,0
451,Minas Gerais,Feminino,38,9,61482.47,1,1,1,6980.7775,0
512,São Paulo,Feminino,41,8,145150.28,1,1,0,2702.8883333333333,1
774,São Paulo,Feminino,41,5,126670.37,1,1,0,4267.7525,0
652,São Paulo,Feminino,40,8,84390.8,2,0,1,4494.841666666666,0
638,Minas Gerais,Masculino,37,2,89728.86,2,1,1,1553.9533333333331,0
475,São Paulo,Feminino,57,1,0.0,2,1,0,3718.7079166666663,0
567,Rio de Janeiro,Masculino,40,4,118628.8,1,0,0,3832.234583333333,0
750,São Paulo,Masculino,37,3,0.0,2,1,0,702.9250000000002,0
850,São Paulo,Masculino,39,6,96863.13,1,1,1,5070.049583333333,0
753,São Paulo,Feminino,38,6,142263.45,1,0,1,1405.4345833333334,0
683,Rio de Janeiro,Feminino,36,7,0.0,2,1,0,4366.107916666667,0
710,São Paulo,Feminino,32,3,0.0,1,1,0,3949.5975,0
645,Rio de Janeiro,Feminino,21,1,0.0,2,0,0,1196.9195833333333,0
714,São Paulo,Masculino,28,6,122724.37,1,1,1,2794.052916666667,0
696,Minas Gerais,Feminino,35,4,174902.26,1,1,0,2878.3270833333336,0
612,Rio de Janeiro,Feminino,26,4,0.0,2,1,1,7490.864166666666,0
520,Minas Gerais,Feminino,31,3,108914.17,1,1,1,7648.849583333334,1
782,Rio de Janeiro,Masculino,23,10,98052.66,1,1,1,5941.138333333332,0
666,São Paulo,Masculino,46,5,123873.19,1,1,1,7410.1691666666675,0
466,Minas Gerais,Feminino,56,2,111920.13,3,1,0,8234.754583333333,1
567,São Paulo,Feminino,45,4,0.0,2,0,1,5043.8829166666665,0
613,São Paulo,Masculino,20,3,0.0,2,1,1,6233.907083333333,0
718,São Paulo,Masculino,37,8,0.0,2,1,1,5.9504166666666665,0
614,São Paulo,Feminino,37,8,75150.34,4,0,1,5490.277916666667,1
711,São Paulo,Masculino,38,10,0.0,2,0,0,2221.3241666666668,0
691,Minas Gerais,Feminino,38,5,114753.76,1,1,0,4486.042500000001,0
527,São Paulo,Masculino,32,0,0.0,1,1,0,4563.495,0
476,São Paulo,Feminino,32,6,111871.93,1,0,0,4672.2025,0
619,Rio de Janeiro,Feminino,45,0,0.0,2,0,0,4735.2249999999985,0
607,Minas Gerais,Feminino,37,4,135927.06,1,0,0,7537.0999999999985,0
695,Rio de Janeiro,Masculino,44,8,0.0,2,1,1,2957.255416666667,0
653,São Paulo,Masculino,33,1,0.0,2,0,0,2224.1466666666665,0
677,São Paulo,Masculino,46,2,57037.74,1,1,1,6605.458750000002,0
655,São Paulo,Feminino,50,10,0.0,4,1,0,7469.4975,1
625,São Paulo,Feminino,52,2,79468.96,1,1,1,3525.25125,0
679,Minas Gerais,Feminino,34,7,121063.85,1,1,0,2374.3575,0
734,São Paulo,Masculino,51,1,118537.47,1,1,1,4871.352083333333,0
666,São Paulo,Masculino,39,10,0.0,2,1,0,4291.63875,0
592,Minas Gerais,Feminino,26,4,105082.07,2,1,0,5533.39875,0
564,São Paulo,Masculino,40,4,0.0,1,1,0,3560.650833333333,1
814,São Paulo,Feminino,36,6,0.0,2,1,1,4110.70875,0
592,Minas Gerais,Masculino,36,2,104702.65,2,1,0,4497.863333333334,0
758,São Paulo,Feminino,50,2,95813.76,3,1,1,2831.00375,1
612,Rio de Janeiro,Feminino,62,0,167026.61,2,1,1,8037.16875,0
498,Minas Gerais,Masculino,61,7,102453.26,1,1,0,7801.9816666666675,1
638,Minas Gerais,Masculino,25,4,148045.45,2,1,1,4780.100833333333,0
558,São Paulo,Masculino,35,1,0.0,2,0,0,4653.64875,0
756,São Paulo,Feminino,24,1,0.0,2,1,0,7674.260416666668,0
782,Rio de Janeiro,Masculino,52,4,0.0,1,1,1,2198.3258333333333,1
505,São Paulo,Masculino,34,10,104498.79,1,0,1,5268.7975,0
671,Rio de Janeiro,Feminino,29,6,0.0,2,0,0,502.0279166666666,0
801,São Paulo,Masculino,42,6,0.0,2,1,1,3991.8470833333336,0
604,São Paulo,Masculino,26,8,149542.52,2,0,1,8246.313333333334,0
716,São Paulo,Feminino,29,10,87946.39,1,1,1,7605.489166666666,0
624,São Paulo,Feminino,45,3,68639.57,1,1,0,7000.09625,1
607,Minas Gerais,Masculino,47,4,148826.32,1,1,1,3310.442083333333,0
827,São Paulo,Feminino,60,2,0.0,2,0,1,2525.6595833333336,0
606,São Paulo,Masculino,61,5,108166.09,2,0,1,360.13375,0
717,Minas Gerais,Feminino,35,5,103214.71,1,1,0,7173.8625,0
651,Minas Gerais,Masculino,40,1,134760.21,2,0,0,7268.085833333333,1
691,São Paulo,Masculino,58,3,0.0,1,0,1,8122.095833333333,1
573,São Paulo,Feminino,33,0,90124.64,1,1,0,5728.19625,0
723,Rio de Janeiro,Masculino,38,6,0.0,2,1,1,3933.9833333333336,0
584,Minas Gerais,Feminino,46,6,87361.02,2,1,0,5015.702916666666,1
550,Minas Gerais,Feminino,45,8,111257.59,1,0,0,4067.6425,1
611,São Paulo,Feminino,61,3,131583.59,4,0,1,2759.92625,1
549,Minas Gerais,Masculino,41,9,95020.8,3,1,1,5487.94125,1
850,Rio de Janeiro,Feminino,24,1,0.0,2,0,1,2877.202916666666,0
668,Minas Gerais,Masculino,34,5,80242.37,2,0,0,2365.87375,0
686,São Paulo,Feminino,43,0,0.0,1,1,1,7086.3708333333325,0
660,São Paulo,Masculino,50,1,0.0,3,1,1,7993.7145833333325,1
682,Rio de Janeiro,Feminino,59,0,122661.39,1,0,1,3533.49,0
524,São Paulo,Masculino,50,4,0.0,2,1,1,1326.69125,1
645,São Paulo,Feminino,36,8,0.0,2,1,1,504.02541666666673,1
850,São Paulo,Masculino,42,0,0.0,2,1,0,1840.243333333333,0
537,São Paulo,Feminino,53,3,0.0,1,1,1,3808.609166666666,0
599,Rio de Janeiro,Feminino,46,7,81742.84,2,1,0,3470.092083333333,0
727,Rio de Janeiro,Masculino,71,8,0.0,1,1,1,8268.62125,1
756,Rio de Janeiro,Masculino,30,2,145127.85,1,0,0,314.77833333333336,0
755,São Paulo,Masculino,38,9,148912.44,1,1,0,3350.6733333333336,0
634,Rio de Janeiro,Feminino,41,4,0.0,2,1,1,6856.239166666666,0
837,São Paulo,Masculino,26,4,89900.24,2,1,0,7311.542916666666,0
727,Minas Gerais,Feminino,30,8,119027.28,2,1,1,5745.980833333334,0
567,Minas Gerais,Feminino,40,2,105222.86,2,1,0,3908.160833333333,0
650,Rio de Janeiro,Feminino,30,6,0.0,1,0,0,2833.213750000001,1
655,Rio de Janeiro,Masculino,34,1,116114.93,1,1,1,2062.172916666667,0
763,São Paulo,Feminino,58,9,187911.55,1,0,1,1492.7158333333334,0
843,São Paulo,Feminino,27,5,0.0,2,1,1,2812.259583333333,0
667,São Paulo,Feminino,38,6,144432.04,1,1,1,3081.79875,1
705,São Paulo,Feminino,50,4,77065.9,2,0,1,6048.302500000002,0
660,Minas Gerais,Feminino,29,6,180520.29,1,1,1,5160.440833333333,0
553,São Paulo,Masculino,42,1,0.0,2,0,0,992.585,0
612,Minas Gerais,Feminino,47,6,130024.87,1,1,1,1906.25875,1
641,Minas Gerais,Feminino,40,2,110086.69,1,1,0,6657.214166666668,0
513,Rio de Janeiro,Feminino,31,5,174853.46,1,1,0,3509.942916666667,0
680,São Paulo,Masculino,44,7,108724.98,1,0,1,3013.769166666667,0
711,São Paulo,Masculino,58,9,91285.13,2,1,1,1115.3270833333333,0
689,Rio de Janeiro,Masculino,40,2,0.0,2,1,1,6865.3675,0
665,Minas Gerais,Feminino,51,9,110610.41,2,0,1,46.365,1
551,Minas Gerais,Masculino,54,5,102994.04,1,1,0,7361.673333333332,1
645,Rio de Janeiro,Masculino,36,4,59893.85,2,1,0,1833.3183333333332,0
616,Minas Gerais,Masculino,29,8,149318.55,1,1,0,5864.422083333334,0
582,São Paulo,Feminino,32,1,116409.55,1,0,1,6366.288333333334,0
365,Minas Gerais,Masculino,30,0,127760.07,1,1,0,3397.410416666667,1
697,Minas Gerais,Feminino,38,6,132591.36,1,1,1,307.825,1
704,São Paulo,Masculino,31,0,0.0,2,1,0,7626.597083333332,0
656,São Paulo,Feminino,46,5,113402.14,2,1,1,5785.3775,0
712,São Paulo,Feminino,31,7,0.0,2,1,0,7097.224166666668,0
748,São Paulo,Masculino,40,0,0.0,1,0,0,2517.365,0
724,São Paulo,Masculino,28,9,0.0,2,1,1,4176.675,0
691,São Paulo,Masculino,50,6,136953.47,1,1,1,112.7075,0
563,São Paulo,Masculino,33,8,0.0,2,0,1,2867.2937500000007,0
741,São Paulo,Masculino,32,5,0.0,1,1,1,2701.634583333333,0
778,São Paulo,Masculino,44,8,123863.64,1,1,0,6020.6225,0
848,Rio de Janeiro,Masculino,22,7,120811.89,1,1,1,7729.5975,0
634,Minas Gerais,Masculino,38,2,148430.55,1,1,1,2335.655,0
505,Minas Gerais,Masculino,40,6,47869.69,2,1,1,6460.915416666668,0
692,Minas Gerais,Masculino,53,7,150926.99,2,0,0,4992.3829166666665,0
537,Minas Gerais,Feminino,47,6,103163.35,1,1,0,677.485,1
633,São Paulo,Masculino,29,10,130206.28,1,1,0,7693.952916666666,0
833,São Paulo,Feminino,28,4,136674.51,2,0,0,219.94916666666663,0
592,Rio de Janeiro,Feminino,40,2,200322.45,1,1,1,4718.5304166666665,0
587,Rio de Janeiro,Masculino,48,1,0.0,2,1,1,371.16666666666674,0
550,Rio de Janeiro,Masculino,62,7,80927.56,1,0,1,2687.11125,0
680,São Paulo,Feminino,24,10,0.0,3,1,0,6457.15125,1
622,Rio de Janeiro,Feminino,41,9,0.0,2,1,1,6491.099583333334,0
594,Minas Gerais,Masculino,28,0,142574.71,2,1,0,5378.534166666667,0
643,Minas Gerais,Feminino,34,7,160426.07,1,0,1,7855.5462499999985,0
540,São Paulo,Masculino,25,5,116160.23,1,1,0,558.8195833333333,0
635,Rio de Janeiro,Feminino,34,5,98683.47,2,1,0,655.5495833333333,0
657,São Paulo,Masculino,32,3,118829.03,2,1,1,3046.98375,0
814,São Paulo,Masculino,31,1,118870.92,1,1,0,4237.674583333333,0
600,São Paulo,Masculino,32,1,0.0,1,1,1,4249.423333333333,0
682,São Paulo,Feminino,46,2,0.0,1,1,1,4768.444166666667,0
682,São Paulo,Masculino,38,4,107192.38,1,1,1,652.8820833333333,0
566,São Paulo,Masculino,42,3,108010.78,1,1,1,6561.920833333334,0
550,Rio de Janeiro,Masculino,34,3,0.0,2,0,0,5470.053333333333,0
630,São Paulo,Masculino,26,7,129837.72,2,0,1,8208.38125,0
546,Minas Gerais,Feminino,58,3,106458.31,4,1,0,5370.077916666666,1
486,São Paulo,Masculino,63,9,97009.15,1,1,1,3545.875,0
762,Rio de Janeiro,Masculino,35,9,122929.42,2,0,0,6242.585,0
692,Minas Gerais,Masculino,45,6,152296.83,4,0,1,4501.7025,1
498,São Paulo,Feminino,30,1,0.0,2,0,0,5658.147083333332,0
850,Rio de Janeiro,Masculino,49,8,0.0,1,0,0,1077.8195833333332,1
603,São Paulo,Masculino,35,6,128993.76,2,1,0,5436.815,0
551,São Paulo,Feminino,36,5,0.0,1,1,0,7644.963333333332,0
627,Minas Gerais,Masculino,27,0,185267.45,2,1,1,3209.4725,0
515,São Paulo,Feminino,28,9,0.0,2,0,0,3922.572916666666,0
605,Rio de Janeiro,Feminino,29,3,116805.82,1,0,0,170.53125,0
567,Minas Gerais,Masculino,29,5,129750.68,1,1,0,4552.399583333333,0
568,Minas Gerais,Feminino,29,2,129177.01,2,0,1,4359.082916666667,0
571,Minas Gerais,Masculino,25,6,82506.72,2,1,0,6987.71125,0
634,Minas Gerais,Masculino,48,2,107247.69,1,1,1,4321.335416666667,1
768,Rio de Janeiro,Feminino,42,3,0.0,1,0,0,6718.457916666666,1
554,Minas Gerais,Feminino,36,3,157780.93,2,1,0,253.71375,0
629,São Paulo,Masculino,35,1,172170.36,1,1,1,6657.390416666666,0
638,Rio de Janeiro,Masculino,48,2,0.0,2,1,1,329.96166666666664,0
576,São Paulo,Masculino,41,1,0.0,1,1,1,7844.7750000000015,0
661,Rio de Janeiro,Feminino,42,9,75361.44,1,1,0,1150.3383333333334,1
592,São Paulo,Feminino,27,4,0.0,2,1,1,7648.71875,0
702,Rio de Janeiro,Masculino,30,2,0.0,2,1,1,6064.055,0
647,São Paulo,Feminino,29,0,98263.46,2,1,0,6863.247916666667,0
593,São Paulo,Masculino,43,9,0.0,2,1,1,3181.559583333333,0
712,Minas Gerais,Feminino,40,3,109308.79,2,1,0,5006.613333333334,1
625,Rio de Janeiro,Feminino,31,8,0.0,2,1,0,6326.814166666668,0
538,Minas Gerais,Feminino,28,6,164365.44,1,0,1,237.45708333333332,0
637,Rio de Janeiro,Feminino,22,5,98800.0,1,1,0,5119.397916666667,0
632,São Paulo,Masculino,27,4,193125.85,1,1,1,6361.077083333334,0
736,São Paulo,Masculino,27,5,51522.75,1,0,1,8005.4904166666665,0
755,São Paulo,Masculino,23,5,84284.48,2,1,1,2618.8166666666666,0
425,Rio de Janeiro,Feminino,39,5,0.0,2,1,0,5872.56125,0
461,São Paulo,Masculino,51,9,119889.84,1,0,0,2365.319583333333,1
745,São Paulo,Masculino,21,4,137910.45,1,1,1,7384.80125,0
616,São Paulo,Feminino,37,6,0.0,2,1,0,3593.424166666666,0
587,São Paulo,Masculino,33,5,100116.82,1,1,0,1425.6491666666668,0
850,Minas Gerais,Masculino,40,4,166082.15,2,0,1,1850.2570833333327,0
601,São Paulo,Feminino,38,0,0.0,2,1,0,6883.1937499999985,0
730,Rio de Janeiro,Masculino,26,3,0.0,1,1,0,1439.2670833333334,0
532,São Paulo,Masculino,44,3,148595.55,1,1,0,3118.276666666666,1
850,Minas Gerais,Masculino,53,2,94078.97,2,1,0,1540.855833333333,0
779,Rio de Janeiro,Feminino,34,5,0.0,2,0,1,4653.192916666667,0
562,São Paulo,Masculino,29,9,0.0,1,1,1,1077.445,0
670,Minas Gerais,Masculino,40,2,164948.98,3,0,0,7376.166666666668,1
729,São Paulo,Feminino,62,4,140549.4,1,1,0,1291.2566666666667,1
767,São Paulo,Feminino,44,2,152509.25,1,1,1,5704.797916666666,0
742,São Paulo,Feminino,28,2,191864.51,1,1,0,4519.082916666667,1
669,São Paulo,Feminino,44,8,96418.09,1,0,0,5483.7283333333335,1
542,Rio de Janeiro,Masculino,32,2,131945.94,1,0,1,6655.7316666666675,0
586,São Paulo,Masculino,29,3,0.0,2,1,1,5926.605833333334,0
612,Minas Gerais,Masculino,30,9,142910.15,1,1,0,4412.10625,1
740,São Paulo,Feminino,37,7,0.0,2,1,1,8094.62125,0
584,São Paulo,Masculino,35,3,146311.58,1,1,1,4393.477916666667,0
524,São Paulo,Masculino,52,2,87894.26,1,1,0,7245.809166666668,1
614,São Paulo,Feminino,19,5,97445.49,2,1,0,5117.639166666667,0
598,São Paulo,Feminino,64,9,0.0,1,0,1,549.22375,1
799,Rio de Janeiro,Masculino,35,7,0.0,2,0,1,5865.866666666666,0
724,São Paulo,Masculino,34,2,154485.74,2,0,0,3273.36,0
601,São Paulo,Masculino,50,2,115625.07,1,1,0,7743.967083333332,0
804,São Paulo,Masculino,25,7,108396.67,1,1,0,5344.872916666666,0
745,Minas Gerais,Masculino,38,5,65095.41,2,1,1,5841.559166666668,0
667,Minas Gerais,Masculino,43,1,103018.45,1,1,0,1352.5995833333334,1
518,São Paulo,Feminino,38,10,84764.79,1,1,1,6760.579166666666,0
819,São Paulo,Feminino,38,10,0.0,2,1,0,1270.7791666666667,0
520,Rio de Janeiro,Feminino,35,4,115680.81,1,1,1,3761.695833333333,0
625,São Paulo,Feminino,39,5,0.0,2,1,0,1358.9670833333332,0
673,Minas Gerais,Masculino,36,5,73088.06,2,0,0,8172.594166666668,0
656,Minas Gerais,Feminino,27,3,150905.03,2,1,0,708.2800000000002,0
850,Rio de Janeiro,Feminino,23,9,143054.85,1,0,1,2624.2066666666665,0
574,Rio de Janeiro,Feminino,28,7,0.0,2,0,0,7735.845833333333,0
679,São Paulo,Masculino,60,6,0.0,2,1,1,3222.157083333333,0
530,Minas Gerais,Feminino,42,0,99948.45,1,0,1,4055.775833333333,0
508,São Paulo,Masculino,44,3,115451.05,2,0,0,2801.430416666666,0
558,Minas Gerais,Masculino,32,4,108235.91,1,1,1,5990.97,0
414,São Paulo,Masculino,38,8,0.0,1,0,1,3235.88,1
648,Rio de Janeiro,Masculino,42,2,98795.61,2,1,0,3713.4995833333337,0
721,São Paulo,Feminino,37,1,0.0,2,1,0,2950.4500000000007,0
751,São Paulo,Masculino,31,8,0.0,2,0,0,731.2704166666667,0
662,São Paulo,Masculino,34,2,0.0,2,0,1,895.7195833333334,0
